Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.29/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
ConvertLike_8175,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,9.0000,7.0000,11.0000,12.0000","6.0000,9.0000,7.0000,11.0000,12.0000"
Transpose_8177,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,7.0000,9.0000,7.0000,4.0000","6.0000,7.0000,9.0000,7.0000,4.0000"
Subtract_8178,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-2.0000,-1.0000,1.0000,-1.0000,-4.0000","-2.0000,-1.0000,1.0000,-1.0000,-4.0000"
Multiply_8179,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0192,0.0115,-0.0095,0.0140,0.0410","0.0192,0.0115,-0.0095,0.0140,0.0410"
Transpose_8180,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0192,-0.0096,0.0096,-0.0287,-0.0383","0.0192,-0.0096,0.0096,-0.0287,-0.0383"
Reshape_8182,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0192,-0.0096,0.0096,-0.0287,-0.0383","0.0192,-0.0096,0.0096,-0.0287,-0.0383"
Slice_8187,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0192,-0.0096,0.0096,-0.0287,-0.0383","0.0192,-0.0096,0.0096,-0.0287,-0.0383"
/model/layers.29/attn/o_proj/MatMul_Q4,"0.0022,0.0022,0.0021,0.0018,0.0017",passed 100,failed 97,failed 10,"1.0667,1.7036,1.1231,1.6633,0.5455","1.0674,1.7041,1.1230,1.6641,0.5454"
/model/layers.29/post_attention_layernorm/SkipLayerNorm_/model/layers.29/post_attention_layernorm/output_3,"0.0036,0.0030,0.0029,0.0028,0.0028",passed 100,failed 92,failed 7,"1.3378,1.7379,1.7650,2.5672,1.1126","1.3379,1.7383,1.7656,2.5684,1.1123"
Multiply_8190,"0.0398,0.0319,0.0294,0.0256,0.0234",failed 98,failed 63,failed 10,"1.7898,3.0202,3.1151,6.5905,1.2379","1.7900,3.0215,3.1172,6.5977,1.2373"
/model/layers.29/post_attention_layernorm/SkipLayerNorm_,0.0002,passed 100,passed 100,failed 0,2.6330,2.6328
Add_8194,0.0002,passed 100,passed 100,failed 0,2.6330,2.6328
Sqrt_8195,0.0004,passed 100,passed 100,failed 0,1.6227,1.6230
/model/layers.29/post_attention_layernorm/SkipLayerNorm__1,0.0001,passed 100,passed 100,failed 0,0.6163,0.6162
Multiply_8198,"0.0025,0.0024,0.0023,0.0023,0.0021",passed 100,failed 96,failed 12,"0.8245,1.0710,1.0877,1.5821,0.6857","0.8242,1.0713,1.0879,1.5830,0.6855"
/model/layers.29/post_attention_layernorm/SkipLayerNorm_/model/layers.29/post_attention_layernorm/output_0,"0.0017,0.0014,0.0014,0.0014,0.0014",passed 100,failed 99,failed 21,"0.4799,0.6066,0.6373,0.9146,0.3910","0.4797,0.6069,0.6372,0.9150,0.3909"
ConvertLike_8202,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"12.0000,12.0000,9.0000,11.0000,15.0000","12.0000,12.0000,9.0000,11.0000,15.0000"
