Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.24/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
ConvertLike_7510,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"13.0000,3.0000,7.0000,4.0000,10.0000","13.0000,3.0000,7.0000,4.0000,10.0000"
Transpose_7512,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"13.0000,12.0000,10.0000,6.0000,12.0000","13.0000,12.0000,10.0000,6.0000,12.0000"
Subtract_7513,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"5.0000,4.0000,2.0000,-2.0000,4.0000","5.0000,4.0000,2.0000,-2.0000,4.0000"
Multiply_7514,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0476,0.0571,-0.0284,0.0244,0.0427","0.0476,0.0571,-0.0284,0.0244,0.0427"
Transpose_7515,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0476,-0.0476,-0.0095,-0.0381,0.0190","0.0476,-0.0476,-0.0095,-0.0381,0.0190"
Reshape_7517,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0476,-0.0476,-0.0095,-0.0381,0.0190","0.0476,-0.0476,-0.0095,-0.0381,0.0190"
Slice_7522,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0476,-0.0476,-0.0095,-0.0381,0.0190","0.0476,-0.0476,-0.0095,-0.0381,0.0190"
/model/layers.24/attn/o_proj/MatMul_Q4,"0.0018,0.0015,0.0015,0.0015,0.0015",passed 100,failed 98,failed 13,"-0.2801,-2.1505,-1.4207,-1.0115,0.1598","-0.2798,-2.1504,-1.4209,-1.0117,0.1600"
/model/layers.24/post_attention_layernorm/SkipLayerNorm_/model/layers.24/post_attention_layernorm/output_3,"0.0029,0.0029,0.0023,0.0022,0.0022",passed 100,failed 94,failed 8,"-0.0090,-2.1162,-0.7788,-0.1076,0.7269","-0.0088,-2.1152,-0.7788,-0.1079,0.7271"
Multiply_7525,"0.0308,0.0287,0.0280,0.0203,0.0195",failed 98,failed 68,failed 12,"0.0001,4.4783,0.6065,0.0116,0.5284","0.0001,4.4727,0.6064,0.0116,0.5288"
/model/layers.24/post_attention_layernorm/SkipLayerNorm_,0.0002,passed 100,passed 100,failed 0,2.1643,2.1641
Add_7529,0.0002,passed 100,passed 100,failed 0,2.1643,2.1641
Sqrt_7530,0.0004,passed 100,passed 100,failed 0,1.4711,1.4707
/model/layers.24/post_attention_layernorm/SkipLayerNorm__1,0.0004,passed 100,passed 100,failed 0,0.6797,0.6802
Multiply_7533,"0.0037,0.0036,0.0034,0.0034,0.0033",passed 100,failed 85,failed 7,"-0.0061,-1.4385,-0.5294,-0.0731,0.4941","-0.0060,-1.4385,-0.5298,-0.0734,0.4946"
/model/layers.24/post_attention_layernorm/SkipLayerNorm_/model/layers.24/post_attention_layernorm/output_0,"0.0017,0.0017,0.0015,0.0015,0.0014",passed 100,failed 98,failed 16,"-0.0027,-0.6181,-0.2409,-0.0331,0.2171","-0.0027,-0.6182,-0.2411,-0.0333,0.2174"
ConvertLike_7537,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,9.0000,10.0000,7.0000,11.0000","8.0000,9.0000,10.0000,7.0000,11.0000"
Transpose_7539,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,6.0000,9.0000,11.0000,7.0000","8.0000,6.0000,9.0000,11.0000,7.0000"
Subtract_7540,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,-2.0000,1.0000,3.0000,-1.0000","0.0000,-2.0000,1.0000,3.0000,-1.0000"
Multiply_7541,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0184,0.0112,-0.0386,-0.0090","0.0000,0.0184,0.0112,-0.0386,-0.0090"
Transpose_7542,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0107,0.0215,-0.0107,0.0322","0.0000,0.0107,0.0215,-0.0107,0.0322"
Reshape_7544,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0107,0.0215,-0.0107,0.0322","0.0000,0.0107,0.0215,-0.0107,0.0322"
Slice_7549,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0107,0.0215,-0.0107,0.0322","0.0000,0.0107,0.0215,-0.0107,0.0322"
/model/layers.24/mlp/gate_proj/MatMul_Q4,"0.0033,0.0031,0.0031,0.0030,0.0030",passed 100,failed 84,failed 6,"0.6545,-0.9453,0.2159,1.7344,-0.1668","0.6538,-0.9458,0.2163,1.7344,-0.1667"
/model/layers.24/mlp/act_fn/Sigmoid,"0.0006,0.0005,0.0005,0.0005,0.0005",passed 100,passed 100,failed 21,"0.6580,0.2798,0.5538,0.8500,0.4584","0.6577,0.2798,0.5537,0.8501,0.4585"
/model/layers.24/mlp/act_fn/Mul,"0.0035,0.0034,0.0033,0.0031,0.0030",passed 100,failed 95,failed 18,"0.4307,-0.2645,0.1196,1.4742,-0.0765","0.4299,-0.2646,0.1198,1.4746,-0.0765"
ConvertLike_7555,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,6.0000,7.0000,9.0000,8.0000","8.0000,6.0000,7.0000,9.0000,8.0000"
Transpose_7557,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,12.0000,15.0000,10.0000,8.0000","8.0000,12.0000,15.0000,10.0000,8.0000"
Subtract_7558,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,4.0000,7.0000,2.0000,0.0000","0.0000,4.0000,7.0000,2.0000,0.0000"
Multiply_7559,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,-0.0486,-0.0773,-0.0344,0.0000","-0.0000,-0.0486,-0.0773,-0.0344,0.0000"
Transpose_7560,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,0.0237,0.0118,-0.0118,-0.0000","-0.0000,0.0237,0.0118,-0.0118,-0.0000"
Reshape_7562,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,0.0237,0.0118,-0.0118,-0.0000","-0.0000,0.0237,0.0118,-0.0118,-0.0000"
Slice_7567,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,0.0237,0.0118,-0.0118,-0.0000","-0.0000,0.0237,0.0118,-0.0118,-0.0000"
/model/layers.24/mlp/up_proj/MatMul_Q4,"0.0036,0.0035,0.0034,0.0032,0.0031",passed 100,failed 79,failed 5,"1.6734,1.0315,0.4153,-0.0883,1.6906","1.6748,1.0312,0.4160,-0.0889,1.6914"
/model/layers.24/mlp/Mul,"0.0151,0.0129,0.0080,0.0080,0.0075",failed 99,failed 91,failed 18,"0.7207,-0.2729,0.0497,-0.1302,-0.1293","0.7202,-0.2729,0.0498,-0.1311,-0.1294"
ConvertLike_7572,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"10.0000,9.0000,8.0000,8.0000,10.0000","10.0000,9.0000,8.0000,8.0000,10.0000"
Transpose_7574,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"10.0000,12.0000,0.0000,10.0000,9.0000","10.0000,12.0000,0.0000,10.0000,9.0000"
Subtract_7575,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"2.0000,4.0000,-8.0000,2.0000,1.0000","2.0000,4.0000,-8.0000,2.0000,1.0000"
