Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.25/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
ConvertLike_7643,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,6.0000,3.0000,5.0000,6.0000","9.0000,6.0000,3.0000,5.0000,6.0000"
Transpose_7645,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,5.0000,9.0000,5.0000,11.0000","9.0000,5.0000,9.0000,5.0000,11.0000"
Subtract_7646,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"1.0000,-3.0000,1.0000,-3.0000,3.0000","1.0000,-3.0000,1.0000,-3.0000,3.0000"
Multiply_7647,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0164,0.0412,0.0182,-0.0364,-0.0502","-0.0164,0.0412,0.0182,-0.0364,-0.0502"
Transpose_7648,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0164,0.0327,0.0818,0.0491,0.0327","-0.0164,0.0327,0.0818,0.0491,0.0327"
Reshape_7650,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0164,0.0327,0.0818,0.0491,0.0327","-0.0164,0.0327,0.0818,0.0491,0.0327"
Slice_7655,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0164,0.0327,0.0818,0.0491,0.0327","-0.0164,0.0327,0.0818,0.0491,0.0327"
/model/layers.25/attn/o_proj/MatMul_Q4,"0.0020,0.0018,0.0016,0.0016,0.0015",passed 100,failed 98,failed 12,"0.6791,-2.8654,-1.4685,2.7924,-0.1523","0.6787,-2.8652,-1.4688,2.7930,-0.1522"
/model/layers.25/post_attention_layernorm/SkipLayerNorm_/model/layers.25/post_attention_layernorm/output_3,"0.0031,0.0027,0.0026,0.0026,0.0023",passed 100,failed 94,failed 10,"0.9502,-2.8311,-0.8267,3.6963,0.4148","0.9497,-2.8301,-0.8267,3.6973,0.4146"
Multiply_7658,"0.0373,0.0217,0.0211,0.0171,0.0170",failed 99,failed 67,failed 12,"0.9029,8.0153,0.6834,13.6627,0.1720","0.9019,8.0078,0.6836,13.6719,0.1719"
/model/layers.25/post_attention_layernorm/SkipLayerNorm_,0.0008,passed 100,passed 100,failed 0,2.2492,2.2500
Add_7662,0.0008,passed 100,passed 100,failed 0,2.2492,2.2500
Sqrt_7663,0.0003,passed 100,passed 100,failed 0,1.4997,1.5000
/model/layers.25/post_attention_layernorm/SkipLayerNorm__1,0.0003,passed 100,passed 100,failed 0,0.6668,0.6665
Multiply_7666,"0.0037,0.0033,0.0030,0.0029,0.0029",passed 100,failed 91,failed 9,"0.6336,-1.8877,-0.5512,2.4646,0.2766","0.6328,-1.8867,-0.5508,2.4648,0.2764"
/model/layers.25/post_attention_layernorm/SkipLayerNorm_/model/layers.25/post_attention_layernorm/output_0,"0.0016,0.0016,0.0015,0.0015,0.0015",passed 100,failed 99,failed 21,"0.2957,-0.8664,-0.2616,1.1794,0.1302","0.2954,-0.8662,-0.2615,1.1797,0.1301"
ConvertLike_7670,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"7.0000,0.0000,6.0000,8.0000,12.0000","7.0000,0.0000,6.0000,8.0000,12.0000"
Transpose_7672,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"7.0000,12.0000,9.0000,10.0000,0.0000","7.0000,12.0000,9.0000,10.0000,0.0000"
Subtract_7673,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-1.0000,4.0000,1.0000,2.0000,-8.0000","-1.0000,4.0000,1.0000,2.0000,-8.0000"
Multiply_7674,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0120,0.0608,-0.0132,0.0264,-0.1201","-0.0120,0.0608,-0.0132,0.0264,-0.1201"
Transpose_7675,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0120,-0.0957,-0.0239,0.0000,0.0479","-0.0120,-0.0957,-0.0239,0.0000,0.0479"
Reshape_7677,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0120,-0.0957,-0.0239,0.0000,0.0479","-0.0120,-0.0957,-0.0239,0.0000,0.0479"
Slice_7682,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0120,-0.0957,-0.0239,0.0000,0.0479","-0.0120,-0.0957,-0.0239,0.0000,0.0479"
/model/layers.25/mlp/gate_proj/MatMul_Q4,"0.0032,0.0027,0.0026,0.0025,0.0025",passed 100,failed 89,failed 6,"-1.4495,0.6426,0.0973,0.8165,-1.0106","-1.4492,0.6431,0.0969,0.8164,-1.0098"
/model/layers.25/mlp/act_fn/Sigmoid,"0.0007,0.0006,0.0006,0.0006,0.0006",passed 100,passed 100,failed 21,"0.1901,0.6554,0.5243,0.6935,0.2669","0.1902,0.6553,0.5239,0.6934,0.2671"
/model/layers.25/mlp/act_fn/Mul,"0.0033,0.0030,0.0029,0.0029,0.0028",passed 100,failed 95,failed 19,"-0.2755,0.4212,0.0510,0.5662,-0.2697","-0.2756,0.4214,0.0508,0.5659,-0.2698"
ConvertLike_7688,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,13.0000,11.0000,6.0000,0.0000","8.0000,13.0000,11.0000,6.0000,0.0000"
Transpose_7690,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,9.0000,6.0000,5.0000,11.0000","8.0000,9.0000,6.0000,5.0000,11.0000"
Subtract_7691,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,1.0000,-2.0000,-3.0000,3.0000","0.0000,1.0000,-2.0000,-3.0000,3.0000"
Multiply_7692,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0121,-0.0193,0.0452,0.0333","0.0000,0.0121,-0.0193,0.0452,0.0333"
Transpose_7693,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0510,0.0306,-0.0204,-0.0815","0.0000,0.0510,0.0306,-0.0204,-0.0815"
Reshape_7695,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0510,0.0306,-0.0204,-0.0815","0.0000,0.0510,0.0306,-0.0204,-0.0815"
Slice_7700,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0510,0.0306,-0.0204,-0.0815","0.0000,0.0510,0.0306,-0.0204,-0.0815"
/model/layers.25/mlp/up_proj/MatMul_Q4,"0.0034,0.0033,0.0033,0.0032,0.0031",passed 100,failed 85,failed 5,"0.0574,-0.6688,-0.5513,-0.1075,1.8673","0.0578,-0.6685,-0.5503,-0.1066,1.8672"
/model/layers.25/mlp/Mul,"0.0101,0.0089,0.0088,0.0077,0.0077",failed 99,failed 91,failed 18,"-0.0158,-0.2817,-0.0281,-0.0609,-0.5036","-0.0159,-0.2817,-0.0279,-0.0603,-0.5039"
ConvertLike_7705,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,9.0000,11.0000,3.0000,9.0000","8.0000,9.0000,11.0000,3.0000,9.0000"
Transpose_7707,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,15.0000,11.0000,6.0000,5.0000","8.0000,15.0000,11.0000,6.0000,5.0000"
Subtract_7708,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,7.0000,3.0000,-2.0000,-3.0000","0.0000,7.0000,3.0000,-2.0000,-3.0000"
Multiply_7709,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,-0.0795,0.0286,0.0240,-0.0397","-0.0000,-0.0795,0.0286,0.0240,-0.0397"
Transpose_7710,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,-0.0146,-0.0438,0.0729,-0.0146","-0.0000,-0.0146,-0.0438,0.0729,-0.0146"
Reshape_7712,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,-0.0146,-0.0438,0.0729,-0.0146","-0.0000,-0.0146,-0.0438,0.0729,-0.0146"
Slice_7717,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,-0.0146,-0.0438,0.0729,-0.0146","-0.0000,-0.0146,-0.0438,0.0729,-0.0146"
/model/layers.25/mlp/down_proj/MatMul_Q4,"0.0118,0.0113,0.0103,0.0101,0.0101",failed 99,failed 28,failed 1,"-0.6998,4.2361,-2.6048,-2.0432,0.7722","-0.6973,4.2305,-2.6035,-2.0410,0.7725"
/model/layers.26/input_layernorm/output_3,"0.0128,0.0103,0.0103,0.0101,0.0099",failed 99,failed 27,failed 1,"0.2504,1.4050,-3.4315,1.6531,1.1869","0.2524,1.4004,-3.4297,1.6562,1.1875"
Multiply_7720,"0.1699,0.1333,0.1270,0.1237,0.1220",failed 67,failed 18,failed 1,"0.0627,1.9739,11.7751,2.7327,1.4088","0.0637,1.9609,11.7656,2.7422,1.4102"
/model/layers.26/input_layernorm/SkipLayerNorm_,0.0102,failed 0,failed 0,failed 0,6.5336,6.5234
Add_7724,0.0102,failed 0,failed 0,failed 0,6.5336,6.5234
Sqrt_7725,0.0014,passed 100,failed 0,failed 0,2.5561,2.5547
/model/layers.26/input_layernorm/SkipLayerNorm__1,0.0001,passed 100,passed 100,failed 0,0.3912,0.3914
Multiply_7728,"0.0052,0.0039,0.0037,0.0037,0.0036",passed 100,failed 68,failed 3,"0.0980,0.5497,-1.3425,0.6467,0.4644","0.0988,0.5479,-1.3418,0.6479,0.4648"
/model/layers.26/input_layernorm/SkipLayerNorm_/model/layers.26/input_layernorm/output_0,"0.0035,0.0024,0.0023,0.0023,0.0023",passed 100,failed 87,failed 5,"0.0635,0.3650,-0.8128,0.4295,0.2793","0.0641,0.3638,-0.8125,0.4302,0.2795"
ConvertLike_7732,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,5.0000,6.0000,10.0000,12.0000","8.0000,5.0000,6.0000,10.0000,12.0000"
Transpose_7734,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,12.0000,13.0000,14.0000,6.0000","8.0000,12.0000,13.0000,14.0000,6.0000"
Subtract_7735,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,4.0000,5.0000,6.0000,-2.0000","0.0000,4.0000,5.0000,6.0000,-2.0000"
Multiply_7736,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,0.0376,-0.0421,-0.0374,0.0260","0.0000,0.0376,-0.0421,-0.0374,0.0260"
Transpose_7737,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,-0.0255,-0.0170,0.0170,0.0339","0.0000,-0.0255,-0.0170,0.0170,0.0339"
Reshape_7739,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,-0.0255,-0.0170,0.0170,0.0339","0.0000,-0.0255,-0.0170,0.0170,0.0339"
Slice_7744,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,-0.0255,-0.0170,0.0170,0.0339","0.0000,-0.0255,-0.0170,0.0170,0.0339"
/model/layers.26/attn/qkv_proj/MatMul/output_0,"0.0061,0.0059,0.0058,0.0057,0.0055",passed 100,failed 55,failed 3,"-0.6109,0.8734,-0.3165,0.0853,0.4661","-0.6104,0.8730,-0.3167,0.0861,0.4651"
