Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.16/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.16/attn/o_proj/MatMul_Q4,"0.0012,0.0012,0.0011,0.0011,0.0011",passed 100,failed 99,failed 13,"0.4165,-1.7396,-1.1583,-0.2197,-2.2430","0.4165,-1.7393,-1.1582,-0.2195,-2.2422"
/model/layers.16/post_attention_layernorm/SkipLayerNorm_/model/layers.16/post_attention_layernorm/output_3,"0.0020,0.0018,0.0017,0.0017,0.0017",passed 100,failed 97,failed 11,"0.6875,-1.7053,-0.5164,0.6842,-1.6760","0.6875,-1.7051,-0.5161,0.6846,-1.6758"
/model/layers.16/post_attention_layernorm/SkipLayerNorm_,0.0003,passed 100,passed 100,failed 0,1.4939,1.4941
/model/layers.16/post_attention_layernorm/SkipLayerNorm__1,0.0003,passed 100,passed 100,failed 0,0.8182,0.8179
/model/layers.16/post_attention_layernorm/SkipLayerNorm_/model/layers.16/post_attention_layernorm/output_0,"0.0010,0.0009,0.0009,0.0009,0.0008",passed 100,passed 100,failed 29,"0.1670,-0.3897,-0.1271,0.1553,-0.4017","0.1670,-0.3894,-0.1270,0.1553,-0.4014"
/model/layers.16/mlp/gate_proj/MatMul_Q4,"0.0020,0.0018,0.0018,0.0018,0.0018",passed 100,failed 98,failed 11,"-0.3016,-0.6640,0.2116,-0.6265,1.7246","-0.3013,-0.6641,0.2115,-0.6260,1.7236"
/model/layers.16/mlp/act_fn/Sigmoid,"0.0006,0.0006,0.0006,0.0005,0.0005",passed 100,passed 100,failed 27,"0.4252,0.3398,0.5527,0.3483,0.8487","0.4253,0.3398,0.5527,0.3484,0.8486"
/model/layers.16/mlp/act_fn/Mul,"0.0028,0.0026,0.0023,0.0021,0.0021",passed 100,failed 98,failed 24,"-0.1282,-0.2257,0.1170,-0.2182,1.4637","-0.1282,-0.2257,0.1169,-0.2181,1.4629"
/model/layers.16/mlp/up_proj/MatMul_Q4,"0.0021,0.0019,0.0019,0.0019,0.0019",passed 100,failed 97,failed 10,"-0.8303,-0.2322,-0.3593,-0.5083,0.7606","-0.8296,-0.2322,-0.3589,-0.5088,0.7603"
/model/layers.16/mlp/Mul,"0.0053,0.0048,0.0043,0.0038,0.0035",passed 100,failed 98,failed 36,"0.1065,0.0524,-0.0420,0.1109,1.1132","0.1063,0.0524,-0.0420,0.1110,1.1123"
/model/layers.16/mlp/down_proj/MatMul_Q4,"0.0103,0.0086,0.0075,0.0060,0.0051",failed 99,failed 57,failed 3,"-1.8454,-0.9581,-0.0570,0.5352,0.8910","-1.8438,-0.9580,-0.0552,0.5342,0.8921"
/model/layers.17/input_layernorm/output_3,"0.0134,0.0097,0.0072,0.0069,0.0063",failed 99,failed 55,failed 3,"-1.1579,-2.6634,-0.5734,1.2194,-0.7850","-1.1562,-2.6641,-0.5713,1.2188,-0.7837"
/model/layers.17/input_layernorm/SkipLayerNorm_,0.0039,passed 100,failed 0,failed 0,3.3477,3.3438
/model/layers.17/input_layernorm/SkipLayerNorm__1,0.0003,passed 100,passed 100,failed 0,0.5465,0.5469
/model/layers.17/input_layernorm/SkipLayerNorm_/model/layers.17/input_layernorm/output_0,"0.0019,0.0018,0.0014,0.0014,0.0013",passed 100,failed 98,failed 11,"-0.2929,-0.6994,-0.1561,0.3176,-0.1860","-0.2927,-0.7002,-0.1556,0.3176,-0.1858"
/model/layers.17/attn/qkv_proj/MatMul/output_0,"0.0050,0.0048,0.0048,0.0048,0.0047",passed 100,failed 77,failed 4,"-1.4866,1.1103,-1.2518,-1.4082,0.7451","-1.4863,1.1104,-1.2520,-1.4072,0.7446"
