Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.24/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.24/attn/o_proj/MatMul_Q4,"0.0018,0.0015,0.0015,0.0015,0.0015",passed 100,failed 98,failed 13,"-0.2801,-2.1505,-1.4207,-1.0115,0.1598","-0.2798,-2.1504,-1.4209,-1.0117,0.1600"
/model/layers.24/post_attention_layernorm/SkipLayerNorm_/model/layers.24/post_attention_layernorm/output_3,"0.0029,0.0029,0.0023,0.0022,0.0022",passed 100,failed 94,failed 8,"-0.0090,-2.1162,-0.7788,-0.1076,0.7269","-0.0088,-2.1152,-0.7788,-0.1079,0.7271"
/model/layers.24/post_attention_layernorm/SkipLayerNorm_,0.0002,passed 100,passed 100,failed 0,2.1643,2.1641
/model/layers.24/post_attention_layernorm/SkipLayerNorm__1,0.0004,passed 100,passed 100,failed 0,0.6797,0.6802
/model/layers.24/post_attention_layernorm/SkipLayerNorm_/model/layers.24/post_attention_layernorm/output_0,"0.0017,0.0017,0.0015,0.0015,0.0014",passed 100,failed 98,failed 16,"-0.0027,-0.6181,-0.2409,-0.0331,0.2171","-0.0027,-0.6182,-0.2411,-0.0333,0.2174"
/model/layers.24/mlp/gate_proj/MatMul_Q4,"0.0033,0.0031,0.0031,0.0030,0.0030",passed 100,failed 84,failed 6,"0.6545,-0.9453,0.2159,1.7344,-0.1668","0.6538,-0.9458,0.2163,1.7344,-0.1667"
/model/layers.24/mlp/act_fn/Sigmoid,"0.0006,0.0005,0.0005,0.0005,0.0005",passed 100,passed 100,failed 21,"0.6580,0.2798,0.5538,0.8500,0.4584","0.6577,0.2798,0.5537,0.8501,0.4585"
/model/layers.24/mlp/act_fn/Mul,"0.0035,0.0034,0.0033,0.0031,0.0030",passed 100,failed 95,failed 18,"0.4307,-0.2645,0.1196,1.4742,-0.0765","0.4299,-0.2646,0.1198,1.4746,-0.0765"
/model/layers.24/mlp/up_proj/MatMul_Q4,"0.0036,0.0035,0.0034,0.0032,0.0031",passed 100,failed 79,failed 5,"1.6734,1.0315,0.4153,-0.0883,1.6906","1.6748,1.0312,0.4160,-0.0889,1.6914"
/model/layers.24/mlp/Mul,"0.0151,0.0129,0.0080,0.0080,0.0075",failed 99,failed 91,failed 18,"0.7207,-0.2729,0.0497,-0.1302,-0.1293","0.7202,-0.2729,0.0498,-0.1311,-0.1294"
/model/layers.24/mlp/down_proj/MatMul_Q4,"0.0197,0.0122,0.0103,0.0098,0.0095",failed 99,failed 26,failed 1,"-0.0533,0.7281,1.4471,-2.6279,-1.8309","-0.0508,0.7285,1.4473,-2.6309,-1.8350"
/model/layers.25/input_layernorm/output_3,"0.0138,0.0129,0.0127,0.0118,0.0111",failed 99,failed 26,failed 1,"-0.0623,-1.3881,0.6683,-2.7355,-1.1040","-0.0596,-1.3867,0.6685,-2.7383,-1.1074"
/model/layers.25/input_layernorm/SkipLayerNorm_,0.0116,failed 0,failed 0,failed 0,6.8517,6.8633
/model/layers.25/input_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.3820,0.3818
/model/layers.25/input_layernorm/SkipLayerNorm_/model/layers.25/input_layernorm/output_0,"0.0028,0.0027,0.0023,0.0023,0.0023",passed 100,failed 89,failed 7,"-0.0148,-0.3377,0.1526,-0.6613,-0.2504","-0.0141,-0.3369,0.1525,-0.6616,-0.2510"
/model/layers.25/attn/qkv_proj/MatMul/output_0,"0.0055,0.0054,0.0051,0.0049,0.0047",passed 100,failed 58,failed 3,"0.2532,1.0164,0.7823,0.3394,1.1828","0.2534,1.0156,0.7817,0.3386,1.1826"
