Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.19/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.19/attn/o_proj/MatMul_Q4,"0.0014,0.0014,0.0013,0.0012,0.0011",passed 100,failed 99,failed 14,"-0.6557,0.7707,-1.0740,-1.1156,2.6518","-0.6558,0.7705,-1.0742,-1.1152,2.6523"
/model/layers.19/post_attention_layernorm/SkipLayerNorm_/model/layers.19/post_attention_layernorm/output_3,"0.0020,0.0020,0.0020,0.0018,0.0018",passed 100,failed 96,failed 11,"-0.3846,0.8050,-0.4321,-0.2117,3.2189","-0.3848,0.8047,-0.4321,-0.2114,3.2188"
/model/layers.19/post_attention_layernorm/SkipLayerNorm_,0.0001,passed 100,passed 100,failed 0,1.6837,1.6836
/model/layers.19/post_attention_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.7707,0.7705
/model/layers.19/post_attention_layernorm/SkipLayerNorm_/model/layers.19/post_attention_layernorm/output_0,"0.0013,0.0010,0.0008,0.0008,0.0007",passed 100,failed 99,failed 31,"-0.1025,0.2048,-0.1164,-0.0542,0.8576","-0.1025,0.2047,-0.1164,-0.0541,0.8574"
/model/layers.19/mlp/gate_proj/MatMul_Q4,"0.0031,0.0028,0.0018,0.0016,0.0015",passed 100,failed 99,failed 11,"0.8285,0.1109,0.1053,0.8558,0.0345","0.8281,0.1107,0.1051,0.8555,0.0348"
/model/layers.19/mlp/act_fn/Sigmoid,"0.0006,0.0006,0.0005,0.0005,0.0005",passed 100,passed 100,failed 27,"0.6960,0.5277,0.5263,0.7018,0.5086","0.6958,0.5273,0.5264,0.7017,0.5088"
/model/layers.19/mlp/act_fn/Mul,"0.0034,0.0024,0.0021,0.0017,0.0017",passed 100,failed 99,failed 24,"0.5766,0.0585,0.0554,0.6005,0.0176","0.5762,0.0584,0.0553,0.6001,0.0177"
/model/layers.19/mlp/up_proj/MatMul_Q4,"0.0017,0.0016,0.0016,0.0016,0.0016",passed 100,failed 98,failed 10,"0.7051,0.6246,-0.0549,-0.5250,-1.1377","0.7051,0.6245,-0.0547,-0.5249,-1.1367"
/model/layers.19/mlp/Mul,"0.0043,0.0034,0.0033,0.0031,0.0031",passed 100,failed 98,failed 33,"0.4066,0.0365,-0.0030,-0.3153,-0.0200","0.4062,0.0365,-0.0030,-0.3149,-0.0201"
/model/layers.19/mlp/down_proj/MatMul_Q4,"0.0050,0.0047,0.0046,0.0042,0.0040",passed 100,failed 61,failed 3,"-1.6806,1.3045,-0.8577,1.6884,0.4189","-1.6797,1.3037,-0.8584,1.6875,0.4192"
/model/layers.20/input_layernorm/output_3,"0.0057,0.0057,0.0051,0.0051,0.0051",passed 100,failed 58,failed 2,"-2.0652,2.1095,-1.2898,1.4767,3.6378","-2.0645,2.1094,-1.2910,1.4766,3.6387"
/model/layers.20/input_layernorm/SkipLayerNorm_,0.0019,passed 100,failed 0,failed 0,3.5664,3.5645
/model/layers.20/input_layernorm/SkipLayerNorm__1,0.0003,passed 100,passed 100,failed 0,0.5295,0.5298
/model/layers.20/input_layernorm/SkipLayerNorm_/model/layers.20/input_layernorm/output_0,"0.0027,0.0024,0.0017,0.0016,0.0016",passed 100,failed 98,failed 11,"-0.5767,0.5847,-0.3522,0.4154,0.9255","-0.5767,0.5850,-0.3528,0.4155,0.9263"
/model/layers.20/attn/qkv_proj/MatMul/output_0,"0.0047,0.0041,0.0041,0.0040,0.0039",passed 100,failed 76,failed 5,"-0.7060,-0.4899,0.9149,0.0199,0.4575","-0.7061,-0.4902,0.9150,0.0208,0.4580"
