Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.18/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.18/attn/o_proj/MatMul_Q4,"0.0030,0.0016,0.0015,0.0014,0.0013",passed 100,failed 99,failed 14,"-0.0352,1.1310,0.5044,2.3063,0.2427","-0.0347,1.1309,0.5044,2.3066,0.2427"
/model/layers.18/post_attention_layernorm/SkipLayerNorm_/model/layers.18/post_attention_layernorm/output_3,"0.0043,0.0031,0.0030,0.0024,0.0022",passed 100,failed 96,failed 10,"0.2359,1.1653,1.1463,3.2102,0.8097","0.2363,1.1650,1.1465,3.2109,0.8096"
/model/layers.18/post_attention_layernorm/SkipLayerNorm_,0.0003,passed 100,passed 100,failed 0,1.7054,1.7051
/model/layers.18/post_attention_layernorm/SkipLayerNorm__1,0.0004,passed 100,passed 100,failed 0,0.7658,0.7661
/model/layers.18/post_attention_layernorm/SkipLayerNorm_/model/layers.18/post_attention_layernorm/output_0,"0.0013,0.0013,0.0010,0.0010,0.0010",passed 100,failed 99,failed 26,"0.0582,0.2771,0.2897,0.7586,0.1998","0.0583,0.2771,0.2900,0.7588,0.1998"
/model/layers.18/mlp/gate_proj/MatMul_Q4,"0.0027,0.0025,0.0023,0.0022,0.0022",passed 100,failed 96,failed 9,"-0.2991,0.6063,-0.6089,-0.3203,-0.4295","-0.2988,0.6069,-0.6084,-0.3196,-0.4297"
/model/layers.18/mlp/act_fn/Sigmoid,"0.0005,0.0005,0.0005,0.0005,0.0005",passed 100,passed 100,failed 24,"0.4258,0.6471,0.3523,0.4206,0.3942","0.4258,0.6470,0.3523,0.4207,0.3943"
/model/layers.18/mlp/act_fn/Mul,"0.0031,0.0029,0.0028,0.0026,0.0023",passed 100,failed 98,failed 24,"-0.1273,0.3924,-0.2145,-0.1347,-0.1693","-0.1272,0.3926,-0.2144,-0.1344,-0.1694"
/model/layers.18/mlp/up_proj/MatMul_Q4,"0.0025,0.0023,0.0023,0.0021,0.0020",passed 100,failed 95,failed 8,"0.5171,0.9113,0.7476,-0.6707,-1.2893","0.5176,0.9116,0.7480,-0.6704,-1.2900"
/model/layers.18/mlp/Mul,"0.0095,0.0079,0.0066,0.0053,0.0038",passed 100,failed 97,failed 32,"-0.0658,0.3575,-0.1604,0.0903,0.2183","-0.0659,0.3579,-0.1604,0.0901,0.2186"
/model/layers.18/mlp/down_proj/MatMul_Q4,"0.0174,0.0138,0.0131,0.0064,0.0062",failed 99,failed 48,failed 2,"-1.6888,0.0021,-1.0872,-1.3136,1.3919","-1.6885,0.0004,-1.0879,-1.3154,1.3955"
/model/layers.19/input_layernorm/output_3,"0.0137,0.0135,0.0134,0.0065,0.0065",failed 99,failed 47,failed 2,"-1.4529,1.1674,0.0591,1.8966,2.2016","-1.4521,1.1650,0.0586,1.8955,2.2051"
/model/layers.19/input_layernorm/SkipLayerNorm_,0.0041,passed 100,failed 0,failed 0,3.7576,3.7617
/model/layers.19/input_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.5159,0.5156
/model/layers.19/input_layernorm/SkipLayerNorm_/model/layers.19/input_layernorm/output_0,"0.0022,0.0016,0.0016,0.0016,0.0015",passed 100,failed 98,failed 10,"-0.3704,0.2988,0.0151,0.4968,0.5346","-0.3699,0.2979,0.0150,0.4963,0.5352"
/model/layers.19/attn/qkv_proj/MatMul/output_0,"0.0054,0.0051,0.0050,0.0050,0.0047",passed 100,failed 71,failed 4,"-0.2583,-0.2335,-1.0707,-1.1132,-1.1367","-0.2581,-0.2340,-1.0713,-1.1123,-1.1367"
