Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.5/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.5/attn/o_proj/MatMul_Q4,"0.0013,0.0011,0.0011,0.0010,0.0010",passed 100,failed 99,failed 14,"1.0634,2.0772,-1.0850,0.7683,-0.3613","1.0635,2.0781,-1.0850,0.7686,-0.3613"
/model/layers.5/post_attention_layernorm/SkipLayerNorm_/model/layers.5/post_attention_layernorm/output_3,"0.0021,0.0021,0.0020,0.0019,0.0019",passed 100,failed 98,failed 11,"1.3345,2.1115,-0.4431,1.6722,0.2058","1.3340,2.1133,-0.4429,1.6719,0.2056"
/model/layers.5/post_attention_layernorm/SkipLayerNorm_,0.0002,passed 100,passed 100,failed 0,1.2737,1.2734
/model/layers.5/post_attention_layernorm/SkipLayerNorm__1,0.0003,passed 100,passed 100,failed 0,0.8861,0.8857
/model/layers.5/post_attention_layernorm/SkipLayerNorm_/model/layers.5/post_attention_layernorm/output_0,"0.0006,0.0005,0.0005,0.0004,0.0004",passed 100,passed 100,failed 48,"0.1952,0.3106,-0.0656,0.2373,0.0310","0.1951,0.3108,-0.0655,0.2371,0.0309"
/model/layers.5/mlp/gate_proj/MatMul_Q4,"0.0013,0.0012,0.0011,0.0011,0.0010",passed 100,failed 99,failed 18,"-0.4316,-0.4679,-0.0206,0.1135,-0.3637","-0.4314,-0.4678,-0.0206,0.1136,-0.3635"
/model/layers.5/mlp/act_fn/Sigmoid,"0.0005,0.0005,0.0005,0.0005,0.0005",passed 100,passed 100,failed 28,"0.3937,0.3851,0.4948,0.5283,0.4101","0.3938,0.3853,0.4949,0.5283,0.4102"
/model/layers.5/mlp/act_fn/Mul,"0.0016,0.0010,0.0010,0.0009,0.0009",passed 100,failed 99,failed 34,"-0.1699,-0.1802,-0.0102,0.0600,-0.1491","-0.1699,-0.1802,-0.0102,0.0600,-0.1490"
/model/layers.5/mlp/up_proj/MatMul_Q4,"0.0010,0.0010,0.0010,0.0009,0.0009",passed 100,passed 100,failed 19,"-0.0719,-0.2692,0.3936,0.4975,-0.2982","-0.0718,-0.2690,0.3933,0.4971,-0.2981"
/model/layers.5/mlp/Mul,"0.0011,0.0009,0.0008,0.0007,0.0007",passed 100,failed 99,failed 62,"0.0122,0.0485,-0.0040,0.0298,0.0445","0.0122,0.0485,-0.0040,0.0298,0.0444"
/model/layers.5/mlp/down_proj/MatMul_Q4,"0.0013,0.0011,0.0011,0.0011,0.0010",passed 100,failed 99,failed 13,"0.5403,0.2117,-0.2182,-0.1742,-0.1434","0.5400,0.2113,-0.2184,-0.1737,-0.1433"
/model/layers.6/input_layernorm/output_3,"0.0026,0.0025,0.0024,0.0024,0.0024",passed 100,failed 93,failed 8,"1.8749,2.3232,-0.6613,1.4980,0.0623","1.8740,2.3242,-0.6611,1.4980,0.0623"
/model/layers.6/input_layernorm/SkipLayerNorm_,0.0003,passed 100,passed 100,failed 0,1.3733,1.3730
/model/layers.6/input_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.8533,0.8535
/model/layers.6/input_layernorm/SkipLayerNorm_/model/layers.6/input_layernorm/output_0,"0.0009,0.0008,0.0008,0.0008,0.0007",passed 100,passed 100,failed 30,"0.4593,0.5808,-0.1587,0.3495,0.0132","0.4592,0.5811,-0.1587,0.3496,0.0132"
/model/layers.6/attn/qkv_proj/MatMul/output_0,"0.0027,0.0025,0.0023,0.0023,0.0022",passed 100,failed 96,failed 10,"0.3275,0.1698,-1.5151,-0.6719,0.2050","0.3276,0.1698,-1.5166,-0.6724,0.2054"
