Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.10/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.10/attn/o_proj/MatMul_Q4,"0.0012,0.0011,0.0011,0.0011,0.0010",passed 100,failed 99,failed 16,"-0.4308,0.6327,0.0370,-0.0689,0.1878","-0.4309,0.6328,0.0369,-0.0693,0.1877"
/model/layers.10/post_attention_layernorm/SkipLayerNorm_/model/layers.10/post_attention_layernorm/output_3,"0.0021,0.0019,0.0019,0.0018,0.0017",passed 100,failed 98,failed 11,"-0.1597,0.6670,0.6789,0.8350,0.7548","-0.1599,0.6670,0.6792,0.8345,0.7549"
/model/layers.10/post_attention_layernorm/SkipLayerNorm_,0.0003,passed 100,passed 100,failed 0,1.2722,1.2725
/model/layers.10/post_attention_layernorm/SkipLayerNorm__1,0.0001,passed 100,passed 100,failed 0,0.8866,0.8867
/model/layers.10/post_attention_layernorm/SkipLayerNorm_/model/layers.10/post_attention_layernorm/output_0,"0.0007,0.0006,0.0006,0.0006,0.0006",passed 100,passed 100,failed 43,"-0.0346,0.1369,0.1505,0.1692,0.1614","-0.0346,0.1368,0.1505,0.1691,0.1615"
/model/layers.10/mlp/gate_proj/MatMul_Q4,"0.0016,0.0012,0.0011,0.0011,0.0011",passed 100,failed 99,failed 15,"0.1465,0.4492,0.6522,0.6314,-0.3089","0.1466,0.4490,0.6528,0.6313,-0.3086"
/model/layers.10/mlp/act_fn/Sigmoid,"0.0005,0.0005,0.0005,0.0004,0.0004",passed 100,passed 100,failed 27,"0.5366,0.6104,0.6575,0.6528,0.4234","0.5366,0.6104,0.6577,0.6528,0.4233"
/model/layers.10/mlp/act_fn/Mul,"0.0014,0.0013,0.0013,0.0013,0.0013",passed 100,failed 99,failed 29,"0.0786,0.2742,0.4288,0.4122,-0.1308","0.0787,0.2739,0.4294,0.4121,-0.1306"
/model/layers.10/mlp/up_proj/MatMul_Q4,"0.0013,0.0013,0.0012,0.0012,0.0012",passed 100,failed 99,failed 15,"-0.1943,-0.6933,0.1306,-0.6813,0.5227","-0.1946,-0.6929,0.1307,-0.6816,0.5229"
/model/layers.10/mlp/Mul,"0.0041,0.0027,0.0025,0.0018,0.0016",passed 100,failed 99,failed 48,"-0.0153,-0.1901,0.0560,-0.2808,-0.0684","-0.0153,-0.1898,0.0562,-0.2810,-0.0683"
/model/layers.10/mlp/down_proj/MatMul_Q4,"0.0039,0.0034,0.0024,0.0024,0.0024",passed 100,failed 90,failed 6,"0.4184,-0.1044,-1.4371,-1.3816,-0.4433","0.4192,-0.1047,-1.4365,-1.3828,-0.4434"
/model/layers.11/input_layernorm/output_3,"0.0038,0.0038,0.0036,0.0035,0.0034",passed 100,failed 81,failed 5,"0.2587,0.5626,-0.7582,-0.5466,0.3115","0.2593,0.5625,-0.7573,-0.5483,0.3115"
/model/layers.11/input_layernorm/SkipLayerNorm_,0.0001,passed 100,passed 100,failed 0,2.2909,2.2910
/model/layers.11/input_layernorm/SkipLayerNorm__1,0.0000,passed 100,passed 100,failed 0,0.6607,0.6606
/model/layers.11/input_layernorm/SkipLayerNorm_/model/layers.11/input_layernorm/output_0,"0.0013,0.0013,0.0011,0.0010,0.0010",passed 100,failed 99,failed 19,"0.0634,0.1430,-0.1937,-0.1277,0.0647","0.0635,0.1429,-0.1936,-0.1281,0.0647"
/model/layers.11/attn/qkv_proj/MatMul/output_0,"0.0033,0.0030,0.0029,0.0029,0.0028",passed 100,failed 89,failed 7,"1.9915,1.7244,-1.2323,-1.4036,-0.3221","1.9922,1.7246,-1.2324,-1.4033,-0.3225"
