Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.12/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.12/attn/o_proj/MatMul_Q4,"0.0012,0.0012,0.0012,0.0011,0.0010",passed 100,failed 99,failed 14,"-1.4995,-0.8688,0.0151,2.0083,-0.6956","-1.4990,-0.8691,0.0148,2.0078,-0.6953"
/model/layers.12/post_attention_layernorm/SkipLayerNorm_/model/layers.12/post_attention_layernorm/output_3,"0.0019,0.0019,0.0018,0.0017,0.0017",passed 100,failed 97,failed 11,"-1.2284,-0.8345,0.6570,2.9122,-0.1285","-1.2285,-0.8350,0.6567,2.9121,-0.1284"
/model/layers.12/post_attention_layernorm/SkipLayerNorm_,0.0002,passed 100,passed 100,failed 0,1.3498,1.3496
/model/layers.12/post_attention_layernorm/SkipLayerNorm__1,0.0004,passed 100,passed 100,failed 0,0.8607,0.8604
/model/layers.12/post_attention_layernorm/SkipLayerNorm_/model/layers.12/post_attention_layernorm/output_0,"0.0008,0.0008,0.0007,0.0007,0.0007",passed 100,passed 100,failed 33,"-0.2685,-0.1754,0.1469,0.5875,-0.0279","-0.2683,-0.1754,0.1467,0.5874,-0.0278"
/model/layers.12/mlp/gate_proj/MatMul_Q4,"0.0025,0.0020,0.0018,0.0018,0.0017",passed 100,failed 98,failed 12,"-0.4617,-0.4404,0.2546,0.0916,-0.0738","-0.4612,-0.4399,0.2542,0.0914,-0.0735"
/model/layers.12/mlp/act_fn/Sigmoid,"0.0006,0.0006,0.0005,0.0005,0.0005",passed 100,passed 100,failed 26,"0.3866,0.3916,0.5633,0.5229,0.4816","0.3867,0.3918,0.5630,0.5225,0.4817"
/model/layers.12/mlp/act_fn/Mul,"0.0026,0.0022,0.0021,0.0020,0.0019",passed 100,failed 99,failed 25,"-0.1785,-0.1725,0.1434,0.0479,-0.0355","-0.1783,-0.1724,0.1431,0.0477,-0.0354"
/model/layers.12/mlp/up_proj/MatMul_Q4,"0.0020,0.0017,0.0017,0.0017,0.0017",passed 100,failed 98,failed 11,"-0.8577,-0.3193,0.2081,0.6977,-0.8540","-0.8574,-0.3193,0.2083,0.6978,-0.8540"
/model/layers.12/mlp/Mul,"0.0035,0.0034,0.0030,0.0030,0.0028",passed 100,failed 98,failed 39,"0.1531,0.0551,0.0299,0.0334,0.0303","0.1530,0.0551,0.0298,0.0333,0.0302"
/model/layers.12/mlp/down_proj/MatMul_Q4,"0.0147,0.0128,0.0113,0.0087,0.0047",failed 99,failed 65,failed 4,"-1.0822,0.2837,-1.0873,-1.5980,-0.7128","-1.0820,0.2827,-1.0859,-1.5957,-0.7119"
/model/layers.13/input_layernorm/output_3,"0.0159,0.0147,0.0093,0.0090,0.0056",failed 99,failed 61,failed 2,"-2.3106,-0.5508,-0.4303,1.3141,-0.8413","-2.3105,-0.5522,-0.4292,1.3164,-0.8403"
/model/layers.13/input_layernorm/SkipLayerNorm_,0.0020,passed 100,failed 0,failed 0,2.4903,2.4883
/model/layers.13/input_layernorm/SkipLayerNorm__1,0.0006,passed 100,passed 100,failed 0,0.6337,0.6343
/model/layers.13/input_layernorm/SkipLayerNorm_/model/layers.13/input_layernorm/output_0,"0.0018,0.0016,0.0016,0.0016,0.0015",passed 100,failed 98,failed 13,"-0.6434,-0.1527,-0.1220,0.3481,-0.2030","-0.6440,-0.1533,-0.1218,0.3489,-0.2031"
/model/layers.13/attn/qkv_proj/MatMul/output_0,"0.0059,0.0058,0.0057,0.0053,0.0052",passed 100,failed 73,failed 4,"-0.1435,-1.6292,1.3146,-0.8609,-0.6550","-0.1437,-1.6309,1.3164,-0.8618,-0.6553"
