Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.28/input_layernorm/output_3,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0895,0.0787,0.8183,0.3848,0.2479","0.0895,0.0787,0.8183,0.3848,0.2479"
/model/layers.28/attn/o_proj/MatMul_Q4,"0.0023,0.0020,0.0018,0.0018,0.0018",passed 100,failed 98,failed 10,"0.1749,-0.9898,-2.1762,-0.7389,2.7174","0.1744,-0.9897,-2.1777,-0.7388,2.7168"
/model/layers.28/post_attention_layernorm/SkipLayerNorm_/model/layers.28/post_attention_layernorm/output_3,"0.0034,0.0027,0.0023,0.0022,0.0020",passed 100,failed 93,failed 8,"0.4460,-0.9555,-1.5344,0.1650,3.2845","0.4453,-0.9556,-1.5352,0.1650,3.2832"
/model/layers.28/post_attention_layernorm/SkipLayerNorm_,0.0003,passed 100,passed 100,failed 0,2.4456,2.4453
/model/layers.28/post_attention_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.6394,0.6396
/model/layers.28/post_attention_layernorm/SkipLayerNorm_/model/layers.28/post_attention_layernorm/output_0,"0.0017,0.0014,0.0014,0.0014,0.0013",passed 100,failed 99,failed 19,"0.1559,-0.3317,-0.5442,0.0577,1.1486","0.1558,-0.3320,-0.5444,0.0577,1.1484"
/model/layers.28/mlp/gate_proj/MatMul_Q4,"0.0039,0.0037,0.0029,0.0029,0.0029",passed 100,failed 88,failed 6,"0.8394,2.6290,-3.4790,-2.8059,-0.5703","0.8398,2.6309,-3.4805,-2.8066,-0.5708"
/model/layers.28/mlp/act_fn/Sigmoid,"0.0007,0.0006,0.0006,0.0006,0.0006",passed 100,passed 100,failed 24,"0.6983,0.9327,0.0299,0.0570,0.3612","0.6982,0.9326,0.0299,0.0570,0.3611"
/model/layers.28/mlp/act_fn/Mul,"0.0037,0.0035,0.0031,0.0030,0.0028",passed 100,failed 96,failed 19,"0.5861,2.4521,-0.1041,-0.1600,-0.2060","0.5864,2.4531,-0.1040,-0.1599,-0.2061"
/model/layers.28/mlp/up_proj/MatMul_Q4,"0.0035,0.0031,0.0030,0.0029,0.0028",passed 100,failed 83,failed 5,"-0.1944,2.4470,0.2575,0.2513,1.5527","-0.1937,2.4492,0.2571,0.2517,1.5547"
/model/layers.28/mlp/Mul,"0.0120,0.0099,0.0089,0.0089,0.0081",failed 99,failed 90,failed 16,"-0.1139,6.0003,-0.0268,-0.0402,-0.3198","-0.1136,6.0078,-0.0267,-0.0403,-0.3203"
/model/layers.28/mlp/down_proj/MatMul_Q4,"0.0134,0.0108,0.0107,0.0106,0.0106",failed 99,failed 26,failed 1,"-0.9698,0.0503,0.5269,3.2603,1.9791","-0.9761,0.0480,0.5308,3.2676,1.9795"
/model/layers.29/input_layernorm/output_3,"0.0175,0.0142,0.0125,0.0117,0.0113",failed 99,failed 24,failed 1,"-0.5238,-0.9051,-1.0075,3.4252,5.2636","-0.5308,-0.9077,-1.0039,3.4336,5.2617"
/model/layers.29/input_layernorm/SkipLayerNorm_,0.0144,failed 0,failed 0,failed 0,12.4622,12.4766
/model/layers.29/input_layernorm/SkipLayerNorm__1,0.0001,passed 100,passed 100,failed 0,0.2833,0.2832
/model/layers.29/input_layernorm/SkipLayerNorm_/model/layers.29/input_layernorm/output_0,"0.0047,0.0027,0.0025,0.0023,0.0023",passed 100,failed 88,failed 6,"-0.1055,-0.1903,-0.1996,0.7012,1.0134","-0.1068,-0.1908,-0.1989,0.7026,1.0127"
/model/layers.29/attn/qkv_proj/MatMul/output_0,"0.0066,0.0066,0.0065,0.0061,0.0061",passed 100,failed 55,failed 3,"-1.6293,0.2312,0.6530,-1.8207,-0.8964","-1.6289,0.2323,0.6533,-1.8203,-0.8965"
